1910	"11,973,736"	"3,508,321"		"2,517,809"	"2,920,970"	"7,533,088"
1911	"10,157,383"	"3,148,158"		"2,513,175"	"2,976,358"	"6,744,864"
1912	"10,977,824"	"3,536,824"		"3,016,149"	"3,048,495"	"7,368,124"
1913	"9,232,510"	"3,708,806"		"3,254,828"	"3,240,973"	"7,393,066"
1914	"8,170,559"	"3,877,689"		"3,103,036"	"2,805,173"	"6,475,293"
1915	"8,624,980"	"3,817,940"		"3,108,715"	"2,789,755"	"6,554,028"
1916	"10,484,237"	"3,793,011"		"3,567,428"	"3,632,527"	"7,910,647"
1917	"12,483,336"	"4,000,527"		"4,125,230"	"4,226,689"	"8,575,619"
1918	"12,407,571"	"4,023,239"		"5,136,825"	"4,532,505"	"9,438,688"
1919	"10,323,420"	"3,138,756"		"4,631,323"	"3,236,369"	"7,219,738"
1920	"12,278,225"	"3,683,440"		"6,005,199"	"4,413,866"	"9,630,271"
1921	"9,122,760"	"2,453,482"		"4,078,784"	"2,733,958"	"7,200,666"
1922	"10,019,597"	"3,147,173"		"4,992,008"	"2,572,221"	"5,971,724"
1923	"10,346,218"	"2,915,173"		"4,720,217"	"3,147,676"	"7,575,031"
1924	"10,444,098"	"2,786,063"		"4,488,157"	"2,905,365"	"6,757,468"
1925	"10,310,551"	"2,556,851"		"4,690,342"	"3,043,688"	"6,553,232"
1926	"10,637,225"	"2,817,923"		"4,373,793"	"2,797,760"	"6,512,288"
1927	"9,724,075"	"2,935,539"		"4,781,480"	"3,143,638"	"6,753,656"
1928	"9,847,707"	"2,711,851"		"4,842,544"	"3,324,195"	"6,571,683"
1929	"9,920,741"	"2,622,769"		"5,160,521"	"3,407,526"	"6,704,790"
1930	"8,196,910"	"1,969,433"		"4,257,541"	"3,022,004"	"6,088,133"
1931	"6,604,369"	"1,552,822"		"3,350,044"	"2,378,052"	"4,993,688"
1932	"5,598,721"	"1,263,386"		"2,852,127"	"2,125,225"	"4,170,963"
1933	"5,229,767"	"1,226,236"		"2,674,986"	"2,152,207"	"4,013,167"
1934	"5,210,933"	"1,259,323"		"2,406,183"	"2,565,702"	"4,367,961"
1935	"5,910,511"	"1,388,877"		"2,946,918"	"2,758,906"	"5,177,142"
1936	"6,811,802"	"1,596,775"		"3,246,565"	"2,988,524"	"5,780,590"
1937	"7,187,211"	"1,714,955"		"3,809,476"	"2,965,193"	"5,918,359"
1938	"5,663,144"	"1,239,037"		"2,946,951"	"2,732,050"	"5,203,877"
1939	"5,923,210"	"1,230,060"		"3,284,904"	"2,803,749"	"5,373,289"
1940	"6,588,742"	"1,110,615"		"3,575,586"	"2,867,200"	"5,808,042"
1941	"6,948,532"	"1,251,120"		"4,076,779"	"3,253,724"	"6,646,330"
1942	"8,085,680"	"1,668,659"		"5,516,849"	"3,828,682"	"8,133,225"
1943	"8,324,192"	"1,850,827"		"6,665,936"	"4,833,049"	"9,155,123"
1944	"8,167,713"	"1,743,674"		"7,119,261"	"4,844,049"	"9,540,012"
1945	"7,621,012"	"1,483,686"		"6,679,063"	"4,466,788"	"9,847,575"
1946	"5,913,508"	"1,280,279"		"5,994,013"	"3,722,926"	"7,634,484"
1947	"6,358,000"	"1,443,000"		"7,429,000"	"3,178,000"	"8,051,000"
1948	"5,631,000"	"1,364,000"		"6,813,000"	"2,898,000"	"6,412,000"
1949	"4,636,000"	"1,004,000"		"6,160,000"	"2,766,000"	"6,001,000"
1950	"4,259,000"	"727,000"		"6,670,000"	"2,520,000"	"6,348,000"
1951	"4,103,000"	"783,000"		"6,136,000"	"2,345,000"	"6,430,000"
1952	"3,623,000"	"760,000"		"6,140,000"	"2,070,000"	"6,088,000"
1953	"3,575,000"	"514,000"		"6,544,000"	"1,873,000"	"5,245,000"
1954	"2,900,000"	"123,000"		"5,008,000"	"1,491,000"	"2,831,000"
1955	"3,568,000"	"201,000"		"6,296,000"	"1,247,000"	"2,927,000"
1956	"3,502,000"	"158,000"		"6,522,000"	"846,000"	"2,553,000"
1957	"3,594,000"	"137,000"		"6,858,000"	"413,000"	"2,117,000"
1958	"2,974,000"	"117,000"		"5,328,000"	"305,000"	"1,629,000"
1959	"3,294,000"	"148,000"		"4,545,000"	"345,000"	"1,977,000"
1960	"3,607,000"	"295,000"		"4,955,000"	"313,000"	"2,024,000"
1961	"3,678,000"	"412,000"		"5,159,000"	"371,000"	"2,529,000"
1962	"3,379,000"	"677,000"		"4,297,000"	"382,000"	"2,569,000"
1963	"3,690,000"	"1,945,000"		"4,360,000"	"343,000"	"3,124,000"
1964	"4,355,000"	"2,969,000"		"4,720,000"	"346,000"	"3,101,000"
1965	"4,790,000"	"3,212,000"		"4,992,000"	"364,000"	"3,260,000"
1966	"5,222,000"	"2,755,000"		"4,635,000"	"419,000"	"3,670,000"
1967	"5,439,000"	"3,463,000"	"1,000"	"4,175,000"	"371,000"	"3,588,000"
1968	"5,558,000"	"3,429,000"	0	"4,316,000"	"519,000"	"3,829,000"
1969	"5,530,000"	"4,471,000"	0	"4,657,000"	"1,030,000"	"4,602,000"
1970	"6,025,000"	"7,361,000"	"132,000"	"4,733,000"	"3,447,000"	"7,222,000"
1971	"5,337,000"	"8,175,000"	"1,146,000"	"4,626,000"	"7,064,000"	"8,052,000"
1972	"5,522,000"	"8,248,000"	"2,954,000"	"4,802,000"	"8,221,000"	"10,928,000"
1973	"6,233,000"	"9,069,000"	"3,247,000"	"5,500,000"	"10,725,000"	"14,886,000"
1974	"6,896,000"	"9,392,000"	"6,448,000"	"5,858,000"	"14,106,000"	"20,703,000"
1975	"8,219,000"	"8,785,000"	"6,986,000"	"6,961,000"	"22,054,000"	"23,804,000"
1976	"9,437,000"	"9,760,000"	"10,420,000"	"7,967,000"	"26,231,000"	"30,836,000"
1977	"11,989,000"	"11,083,000"	"11,059,000"	"8,581,000"	"27,226,000"	"46,028,000"
1978	"13,814,000"	"12,632,000"	"9,054,000"	"9,141,000"	"26,600,000"	"58,328,000"
1979	"18,491,000"	"15,615,000"	"11,389,000"	"11,971,000"	"32,676,000"	"71,523,000"
1980	"18,846,000"	"18,425,000"	"10,905,000"	"13,236,000"	"29,872,000"	"94,887,000"
1981	"19,897,000"	"18,709,000"	"11,609,000"	"13,809,000"	"33,561,000"	"102,969,000"
1982	"18,318,000"	"19,944,000"	"12,364,000"	"17,029,000"	"27,890,000"	"108,361,000"
1983	"16,732,000"	"20,415,000"	"11,404,000"	"11,768,000"	"28,930,000"	"112,214,000"
1984	"17,967,000"	"21,279,000"	"11,522,000"	"12,323,000"	"33,000,000"	"130,914,000"
1985	"17,243,000"	"22,203,000"	"9,625,000"	"12,780,000"	"33,290,000"	"140,714,000"
1986	"15,237,000"	"21,496,000"	"11,556,000"	"14,269,000"	"33,978,000"	"136,826,000"
1987	"14,420,000"	"19,131,000"	"11,379,000"	"16,508,000"	"34,399,000"	"146,850,000"
1988	"15,913,000"	"21,803,000"	"12,398,000"	"18,163,000"	"38,881,000"	"164,014,000"	
1989	"17,123,000"	"23,702,000"	"11,935,000"	"20,102,000"	"37,742,000"	"171,558,000"	
1990	"18,910,000"	"24,292,000"	"11,304,000"	"22,058,000"	"37,616,000"	"184,249,000"	
1991	"17,834,000"	"21,518,000"	"13,203,000"	"21,945,000"	"38,237,000"	"193,854,000"	
1992	"19,226,000"	"24,549,000"	"12,512,000"	"21,339,000"	"38,889,000"	"190,172,000"	
1993	"21,886,000"	"28,268,000"	"12,173,000"	"21,847,000"	"35,917,000"	"210,129,000"	
1994	"25,304,000"	"28,041,000"	"13,056,000"	"24,399,000"	"41,640,000"	"237,092,000"	
1995	"25,710,000"	"26,813,000"	"11,947,000"	"25,167,000"	"39,451,000"	"263,822,000"	
							
							
							
							
							
							
							
							
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
																			
